"","id","itemTime","name","type","question","relevance","competence","prior","condition","answer","RT","language","comments","engagement","difficulty","time"
"116","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445875991054,"Harold's pet","lll","Harold is single.",0,0,0,"test_false",0,6483,"English","no",7,2,217144
"117","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445875997113,"Harold's pet","lll","From what Richard said we may conclude that Harold did not buy both a cat and a dog.",0,0,0,"xor",1,6058,"English","no",7,2,217144
"118","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445876031954,"Gigi's exams","hlh","Gigi hired a private tutor to help her with her Biology and Chemistry exams.",1,0,1,"test_false",0,34838,"English","no",7,2,217144
"119","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445876038003,"Gigi's exams","hlh","It is important for Gigi's best friend to know whether Gigi passed both her Physics exam and her Chemistry exam.",1,0,1,"rel",0.21,6046,"English","no",7,2,217144
"120","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445876046937,"Pete's accident","hhl","Pete's teacher saw him fall off the slide.",1,1,0,"test_uncertain",0.81,8932,"English","no",7,2,217144
"121","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445876051220,"Pete's accident","hhl","If Pete broke his leg, it is likely that he also broke his arm.",1,1,0,"prior",0.34,4282,"English","no",7,2,217144
"122","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445876053240,"Pete's accident","hhl","If Pete broke his arm, it is likely that he also broke his leg.",1,1,0,"prior",0.29,2019,"English","no",7,2,217144
"123","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445876067062,"Mrs Gibbs' worry","hhh","Cindy is secretly in love with Mrs Gibbs' husband.",1,1,1,"test_uncertain",0.08,13819,"English","no",7,2,217144
"124","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445876073230,"Mrs Gibbs' worry","hhh","Cindy knows whether Mr Gibbs had both a steak and a beer.",1,1,1,"comp",0.19,6164,"English","no",7,2,217144
"125","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445876092744,"Joshua's delay","llh","Kevin, Cory and Joshua do not like to hang out with girls.",0,0,1,"test_uncertain",0.16,19512,"English","no",7,2,217144
"126","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445876103445,"Joshua's delay","llh","It is important for Kevin to know whether Joshua had to both eat lunch and do his homework.",0,0,1,"rel",0.9,10700,"English","no",7,2,217144
"127","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878117960,"Harold's pet","lll","Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.",0,0,0,"test_uncertain",0.68,2599,"English",NA,5,7,39153
"128","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878119497,"Harold's pet","lll","It is important for Tom to know whether Harold bought both a cat and a dog.",0,0,0,"rel",0.41,1535,"English",NA,5,7,39153
"129","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878120537,"Brad's clothes","hlh","Mandy feels attracted to Brad.",1,0,1,"test_uncertain",0.71,1039,"English",NA,5,7,39153
"130","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878142968,"Brad's clothes","hlh","From what Gina said we may conclude that Brad did not buy both a sweater and a pair of jeans.",1,0,1,"xor",0.58,22430,"English",NA,5,7,39153
"131","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878144112,"Pete's accident","hhl","Pete's mother was not there when he fell of the slide.",1,1,0,"test_true",0.35,1142,"English",NA,5,7,39153
"132","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878145019,"Pete's accident","hhl","The teacher knows whether Pete broke both his arm and his leg.",1,1,0,"comp",0.59,906,"English",NA,5,7,39153
"133","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878145872,"Lily's husband","lhl","Eric has a problem with his liver for which he has to stop drinking alcohol.",0,1,0,"test_uncertain",0.75,852,"English",NA,5,7,39153
"134","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878146733,"Lily's husband","lhl","From what Bill said we may conclude that Eric did not drink both whisky and vodka.",0,1,0,"xor",0.37,860,"English",NA,5,7,39153
"135","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878147639,"Bill's order","lhh","Jake and Bill spent a lot of time together that day.",0,1,1,"test_true",0.57,905,"English",NA,5,7,39153
"136","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878148512,"Bill's order","lhh","If Bill ordered a starter, it is likely that he also ordered a side dish.",0,1,1,"prior",0.76,872,"English",NA,5,7,39153
"137","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878149538,"Bill's order","lhh","If Bill ordered a side dish, it is likely that he also ordered a starter.",0,1,1,"prior",0.48,1025,"English",NA,5,7,39153
"138","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878150454,"Carl's party","hll","John and Carl, the hosts, are a gay couple.",1,0,0,"test_false",0.78,915,"English",NA,5,7,39153
"139","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878151592,"Carl's party","hll","It is important for Carl's wife to know whether Carl danced passionately with both Sue and Mary.",1,0,0,"rel",0.81,1138,"English",NA,5,7,39153
"140","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878152984,"Danny's racket","hhh","Danny and Alex went to the sports store together.",1,1,1,"test_false",0.31,1391,"English",NA,5,7,39153
"141","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878153872,"Danny's racket","hhh","Alex's girlfriend knows whether Alex bought both a racket and a pair of shoes.",1,1,1,"comp",0.62,888,"English",NA,5,7,39153
"142","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878155098,"Joshua's delay","llh","Kevin, Cory and Joshua are brothers.",0,0,1,"test_false",0.75,1225,"English",NA,5,7,39153
"143","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878156013,"Joshua's delay","llh","If Joshua had to do his homework, it is likely that he also had to eat lunch.",0,0,1,"prior",0.38,914,"English",NA,5,7,39153
"144","A1QTQISKEHWSKZ:3ZY8KE4ISKBAK4ELUVUB34EI1EYVQR",1445878157113,"Joshua's delay","llh","If Joshua had to do eat lunch, it is likely that he also had to do his homework.",0,0,1,"prior",0.73,1099,"English",NA,5,7,39153
"145","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876205713,"Mrs Gibbs' worry","hhh","Cindy is secretly in love with Mrs Gibbs' husband.",1,1,1,"test_uncertain",0,13027,"English",NA,5,0,172559
"146","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876211529,"Mrs Gibbs' worry","hhh","It is important for Mrs Gibbs to know whether Mr Gibbs had both a steak and a beer.",1,1,1,"rel",0.95,5816,"English",NA,5,0,172559
"147","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876226359,"Pete's accident","hhl","Pete's teacher saw him fall off the slide.",1,1,0,"test_uncertain",0.5,14829,"English",NA,5,0,172559
"148","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876233259,"Pete's accident","hhl","The teacher knows whether Pete broke both his arm and his leg.",1,1,0,"comp",0,6899,"English",NA,5,0,172559
"149","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876243575,"Chloe's holiday","lhh","Chloe went on holidays with a big group of her friends.",0,1,1,"test_false",0.4,10314,"English",NA,5,0,172559
"150","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876247744,"Chloe's holiday","lhh","If Susan brought some extra suntan lotion, it is likely that Amelia brought some as well.",0,1,1,"prior",0.51,4168,"English",NA,5,0,172559
"151","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876250919,"Chloe's holiday","lhh","If Amelia brought some extra suntan lotion, it is likely that Susan brought some as well.",0,1,1,"prior",0.5,3175,"English",NA,5,0,172559
"152","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876267790,"Leo's wife","hll","Leo is sponsoring a tennis tournament.",1,0,0,"test_false",1,16870,"English",NA,5,0,172559
"153","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876278425,"Leo's wife","hll","It is important for Leo to know whether someone made a hole-in-one on both the first and the second hole.",1,0,0,"rel",1,10634,"English",NA,5,0,172559
"154","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876293085,"Brad's clothes","hlh","Mandy feels attracted to Brad.",1,0,1,"test_uncertain",0,14658,"English",NA,5,0,172559
"155","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876301188,"Brad's clothes","hlh","From what Gina said we may conclude that Brad did not buy both a sweater and a pair of jeans.",1,0,1,"xor",0.91,8102,"English",NA,5,0,172559
"156","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876310488,"Lily's husband","lhl","Eric and Lily went to a bar together last night.",0,1,0,"test_false",0,9300,"English",NA,5,0,172559
"157","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876324200,"Lily's husband","lhl","If Eric drank whisky, it is likely that he drank vodka as well.",0,1,0,"prior",0,13712,"English",NA,5,0,172559
"158","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876330322,"Lily's husband","lhl","If Eric drank vodka, it is likely that he drank whisky as well.",0,1,0,"prior",0,6121,"English",NA,5,0,172559
"159","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876350704,"Jimmy's trip","lll","Jimmy had to rush to be back home and did not have much time to spend in the city.",0,0,0,"test_true",1,20382,"English",NA,5,0,172559
"160","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876355776,"Jimmy's trip","lll","From what the brother said we may conclude that Jimmy did not visit both the Statue of Liberty and the Empire State Building.",0,0,0,"xor",1,5072,"English",NA,5,0,172559
"161","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876374334,"Gerald's graduation","llh","Gerald is friends with both Nico and Rick.",0,0,1,"test_true",1,18557,"English",NA,5,0,172559
"162","A20ALQT1HIVSAH:3UN61F00HXXTYBE61J1Y4WUOKCZR5I",1445876378272,"Gerald's graduation","llh","Nico knows whether both Gerald's mother and his father attended the ceremony.",0,0,1,"comp",0,3936,"English",NA,5,0,172559
"163","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876657392,"Gerald's graduation","llh","Nico finally graduated after studying for a long time.",0,0,1,"test_false",0.15,94457,"English",NA,7,4,448235
"164","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876685191,"Gerald's graduation","llh","From what Nico said we may conclude that Gerald's mother and his father did not both attend the ceremony.",0,0,1,"xor",0.87,27797,"English",NA,7,4,448235
"165","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876753515,"Carl's party","hll","Carl's wife liked the music very much.",1,0,0,"test_uncertain",0.58,68322,"English",NA,7,4,448235
"166","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876774846,"Carl's party","hll","If Carl danced passionately with Sue, it is likely that he also danced passionately with Mary.",1,0,0,"prior",0.5,21330,"English",NA,7,4,448235
"167","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876786476,"Carl's party","hll","If Carl danced passionately with Mary, it is likely that he also danced passionately with Sue.",1,0,0,"prior",0.5,11629,"English",NA,7,4,448235
"168","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876826347,"Tony's clubbing","lhl","Rob is a big fan of Techno music as well.",0,1,0,"test_uncertain",0.58,39870,"English",NA,7,4,448235
"169","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876861636,"Tony's clubbing","lhl","Rob knows whether they play both Jazz and Metal at the club tonight.",0,1,0,"comp",0.08,35288,"English",NA,7,4,448235
"170","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876879184,"Pete's accident","hhl","Pete was injured while playing in the garden.",1,1,0,"test_false",0,17546,"English",NA,7,4,448235
"171","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876904265,"Pete's accident","hhl","It is important for Pete's mother to know whether Pete broke both his arm and his leg.",1,1,0,"rel",0.9,25079,"English",NA,7,4,448235
"172","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876928244,"Harold's pet","lll","Harold's girlfriend didn't want a pet in her house before.",0,0,0,"test_true",1,23979,"English",NA,7,4,448235
"173","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876941488,"Harold's pet","lll","Richard knows whether Harold bought both a cat and a dog.",0,0,0,"comp",0,13243,"English",NA,7,4,448235
"174","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876962469,"Brad's clothes","hlh","Brad is not happy about the fact that his friends make jokes about his shabby clothes.",1,0,1,"test_true",1,20980,"English",NA,7,4,448235
"175","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445876981096,"Brad's clothes","hlh","From what Gina said we may conclude that Brad did not buy both a sweater and a pair of jeans.",1,0,1,"xor",0.87,18626,"English",NA,7,4,448235
"176","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445877006143,"Danny's racket","hhh","Danny and Alex have known each other since high school.",1,1,1,"test_uncertain",0.5,25047,"English",NA,7,4,448235
"177","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445877020695,"Danny's racket","hhh","If Alex bought a racket, it is likely that he also bought a pair of shoes.",1,1,1,"prior",0.91,14551,"English",NA,7,4,448235
"178","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445877038450,"Danny's racket","hhh","If Alex bought a pair of shoes, it is likely that he also bought a racket.",1,1,1,"prior",0.57,17754,"English",NA,7,4,448235
"179","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445877070037,"Chloe's holiday","lhh","Chloe went on holidays with a big group of her friends.",0,1,1,"test_false",0,31586,"English",NA,7,4,448235
"180","A25D66AC4QUW2U:3KB8R4ZV1FF4Y1M1MIYZ8EG9SZABG7",1445877105627,"Chloe's holiday","lhh","It is important for Chloe's father to know whether both Susan and Amelia brought some extra suntan lotion.",0,1,1,"rel",0.11,35589,"English",NA,7,4,448235
"181","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445875942371,"Lily's husband","lhl","Eric's doctor told him to stop drinking alcohol.",0,1,0,"test_true",0.94,15262,"English","thanks",9,6,250392
"182","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445875954363,"Lily's husband","lhl","Bill knows whether Eric drank both whisky and vodka.",0,1,0,"comp",1,11992,"English","thanks",9,6,250392
"183","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445875974125,"Pete's accident","hhl","Pete was injured while playing in the garden.",1,1,0,"test_false",0.01,19761,"English","thanks",9,6,250392
"184","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445875987257,"Pete's accident","hhl","If Pete broke his leg, it is likely that he also broke his arm.",1,1,0,"prior",0.08,13131,"English","thanks",9,6,250392
"185","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445875993295,"Pete's accident","hhl","If Pete broke his arm, it is likely that he also broke his leg.",1,1,0,"prior",0.07,6037,"English","thanks",9,6,250392
"186","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876003213,"Chloe's holiday","lhh","Chloe went on holidays with a big group of her friends.",0,1,1,"test_false",0.13,9917,"English","thanks",9,6,250392
"187","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876025185,"Chloe's holiday","lhh","Chloe knows whether both Susan and Amelia brought some extra suntan lotion.",0,1,1,"comp",0.59,21971,"English","thanks",9,6,250392
"188","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876052887,"Harold's pet","lll","Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.",0,0,0,"test_uncertain",0.77,27701,"English","thanks",9,6,250392
"189","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876060088,"Harold's pet","lll","It is important for Tom to know whether Harold bought both a cat and a dog.",0,0,0,"rel",0.49,7201,"English","thanks",9,6,250392
"190","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876079636,"Joshua's delay","llh","Kevin and Cory expected Joshua to arrive earlier.",0,0,1,"test_true",0.87,19547,"English","thanks",9,6,250392
"191","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876089322,"Joshua's delay","llh","If Joshua had to do eat lunch, it is likely that he also had to do his homework.",0,0,1,"prior",0.38,9685,"English","thanks",9,6,250392
"192","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876098254,"Joshua's delay","llh","If Joshua had to do his homework, it is likely that he also had to eat lunch.",0,0,1,"prior",0.21,8931,"English","thanks",9,6,250392
"193","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876112727,"Danny's racket","hhh","Danny and Alex have known each other since high school.",1,1,1,"test_uncertain",0.51,14472,"English","thanks",9,6,250392
"194","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876129713,"Danny's racket","hhh","From what Alex's girlfriend said we may conclude that Alex did not buy both a racket and a pair of shoes.",1,1,1,"xor",0.06,16986,"English","thanks",9,6,250392
"195","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876157485,"Leo's wife","hll","Leo is an avid golf player.",1,0,0,"test_uncertain",0.5,27772,"English","thanks",9,6,250392
"196","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876163145,"Leo's wife","hll","It is important for Leo to know whether someone made a hole-in-one on both the first and the second hole.",1,0,0,"rel",0.91,5660,"English","thanks",9,6,250392
"197","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876183960,"Gigi's exams","hlh","Gigi hired a private tutor to help her with her Biology and Chemistry exams.",1,0,1,"test_false",0.46,20815,"English","thanks",9,6,250392
"198","A27ZYAW0NH371F:39DD6S19JQJ2WLTQM1OEUT206MHZEK",1445876192763,"Gigi's exams","hlh","From what Carrie said we may conclude that Gigi did not pass both her Physics exam and her Chemistry exam.",1,0,1,"xor",0.47,8802,"English","thanks",9,6,250392
"199","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875791593,"Jimmy's trip","lll","Jimmy had to rush to be back home and did not have much time to spend in the city.",0,0,0,"test_true",0.14,27115,"American English","Nope.",5,3,205008
"200","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875797348,"Jimmy's trip","lll","From what the brother said we may conclude that Jimmy did not visit both the Statue of Liberty and the Empire State Building.",0,0,0,"xor",0.73,5753,"American English","Nope.",5,3,205008
"201","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875814043,"Mrs Sanders' son","hhl","Ted is Mrs Sanders' husband.",1,1,0,"test_false",0,16693,"American English","Nope.",5,3,205008
"202","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875824243,"Mrs Sanders' son","hhl","If Ted had pizza, it is likely that he also had pasta.",1,1,0,"prior",0.41,10194,"American English","Nope.",5,3,205008
"203","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875828561,"Mrs Sanders' son","hhl","If Ted had pasta, it is likely that he also had pizza.",1,1,0,"prior",0.43,4317,"American English","Nope.",5,3,205008
"204","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875856104,"Mrs Gibbs' worry","hhh","Mrs Gibbs is worried about Cindy's health.",1,1,1,"test_false",0.18,27542,"American English","Nope.",5,3,205008
"205","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875864897,"Mrs Gibbs' worry","hhh","It is important for Mrs Gibbs to know whether Mr Gibbs had both a steak and a beer.",1,1,1,"rel",0.72,8790,"American English","Nope.",5,3,205008
"206","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875876238,"Gigi's exams","hlh","Gigi aspires to a career in science.",1,0,1,"test_uncertain",0.68,11340,"American English","Nope.",5,3,205008
"207","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875893354,"Gigi's exams","hlh","Carrie knows whether Gigi passed both her Physics exam and her Chemistry exam.",1,0,1,"comp",0.53,17115,"American English","Nope.",5,3,205008
"208","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875906914,"Bill's order","lhh","Jake and Bill spent a lot of time together that day.",0,1,1,"test_true",0.17,13559,"American English","Nope.",5,3,205008
"209","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875923770,"Bill's order","lhh","From what Jake said we may conclude that Bill did not order both a starter and a side dish.",0,1,1,"xor",0.92,16855,"American English","Nope.",5,3,205008
"210","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875946596,"Joshua's delay","llh","Kevin and Cory expected Joshua to arrive earlier.",0,0,1,"test_true",0.9,22823,"American English","Nope.",5,3,205008
"211","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875952330,"Joshua's delay","llh","If Joshua had to do his homework, it is likely that he also had to eat lunch.",0,0,1,"prior",0.3,5732,"American English","Nope.",5,3,205008
"212","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875956195,"Joshua's delay","llh","If Joshua had to do eat lunch, it is likely that he also had to do his homework.",0,0,1,"prior",0.29,3864,"American English","Nope.",5,3,205008
"213","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875968535,"Lily's husband","lhl","Eric has a problem with his liver for which he has to stop drinking alcohol.",0,1,0,"test_uncertain",0.55,12337,"American English","Nope.",5,3,205008
"214","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875974676,"Lily's husband","lhl","Bill knows whether Eric drank both whisky and vodka.",0,1,0,"comp",0.38,6140,"American English","Nope.",5,3,205008
"215","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875990575,"Carl's party","hll","Carl's wife liked the music very much.",1,0,0,"test_uncertain",0.48,15897,"American English","Nope.",5,3,205008
"216","A2NA2OJT15COZY:384PI804XT964JSIJ2VRDB3TP670SU",1445875996601,"Carl's party","hll","It is important for Carl's wife to know whether Carl danced passionately with both Sue and Mary.",1,0,0,"rel",0.87,6025,"American English","Nope.",5,3,205008
"217","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875497435,"Harold's pet","lll","Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.",0,0,0,"test_uncertain",0.53,31044,"english",NA,7,6,215994
"218","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875512783,"Harold's pet","lll","It is important for Tom to know whether Harold bought both a cat and a dog.",0,0,0,"rel",0.36,15341,"english",NA,7,6,215994
"219","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875540756,"Tony's clubbing","lhl","Techno is quite different from Jazz and from Metal.",0,1,0,"test_true",0.68,27964,"english",NA,7,6,215994
"220","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875546016,"Tony's clubbing","lhl","From what Rob said we may conclude that they do not play both Jazz and Metal tonight.",0,1,0,"xor",0.81,5258,"english",NA,7,6,215994
"221","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875564474,"Joshua's delay","llh","Kevin and Cory expected Joshua to arrive earlier.",0,0,1,"test_true",0.84,18453,"english",NA,7,6,215994
"222","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875575562,"Joshua's delay","llh","If Joshua had to do his homework, it is likely that he also had to eat lunch.",0,0,1,"prior",0.42,11081,"english",NA,7,6,215994
"223","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875579403,"Joshua's delay","llh","If Joshua had to do eat lunch, it is likely that he also had to do his homework.",0,0,1,"prior",0.51,3840,"english",NA,7,6,215994
"224","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875596759,"Mrs Sanders' son","hhl","Mrs Sanders had pasta for lunch yesterday.",1,1,0,"test_uncertain",0.49,17355,"english",NA,7,6,215994
"225","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875603402,"Mrs Sanders' son","hhl","Mrs Sanders knows whether Ted had both pizza and pasta.",1,1,0,"comp",0.41,6641,"english",NA,7,6,215994
"226","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875618847,"Carl's party","hll","John and Carl, the hosts, are a gay couple.",1,0,0,"test_false",0.31,15444,"english",NA,7,6,215994
"227","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875628636,"Carl's party","hll","If Carl danced passionately with Mary, it is likely that he also danced passionately with Sue.",1,0,0,"prior",0.35,9787,"english",NA,7,6,215994
"228","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875631894,"Carl's party","hll","If Carl danced passionately with Sue, it is likely that he also danced passionately with Mary.",1,0,0,"prior",0.31,3255,"english",NA,7,6,215994
"229","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875640595,"Gigi's exams","hlh","Gigi studied hard to pass her exams.",1,0,1,"test_true",0.7,8700,"english",NA,7,6,215994
"230","A2O5OJXCUFQ3FV:3GDTJDAPVVJLODKGU9CKUHA5GF18MD",1445875652175,"Gigi's exams","hlh","From what Carrie said we may conclude that Gigi did not pass both her Physics exam and her Chemistry exam.",1,0,1,"xor",0.21,11578,"english",NA,7,6,215994
