id	itemTime	trialNumber	name	type	question	relevance	competence	prior	condition	answer	RT	language	comments	engagement	difficulty
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454962860193	2	van Gogh exhibition	lhl	It is important for the mayor to know whether all of van Gogh's paintings are among the most valuable paintings in the world.	0	1	0	rel	0.21	16944	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454962897960	3	Swiss watch protoype testing	hlh	Testing of the prototype is finished.	1	0	1	test_false	0.06	37765	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454962905640	4	Swiss watch protoype testing	hlh	From what the apprentice said we may conclude that the prototype did not pass all of the tests scheduled for today.	1	0	1	imp	1	7678	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454962914352	5	Martha's cookies	llh	Emily really enjoys chocolate.	0	0	1	test_true	1	8710	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454962928257	6	Martha's cookies	llh	Emily ate all of the cookies.	0	0	1	prior	0.5	13903	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454962943152	7	hotel check	hhh	Harry will inspect the Los Angeles hotel next.	1	1	1	test_uncertain	0.5	14894	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454962996850	8	hotel check	hhh	It is important for Mr Jaynes to know whether all of the rooms had working air conditioning.	1	1	1	rel	0.69	53696	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454963008000	9	rotten tomatoes	hll	Ted is fully dedicated to serving high quality food.	1	0	0	test_true	0.5	11148	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454963014728	10	rotten tomatoes	hll	Gilbert knows whether all of the tomatoes are rotten.	1	0	0	comp	1	6726	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454963034856	11	stand-up comedy show	lll	Lennard is popular in Seattle.	0	0	0	test_true	0.92	20127	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454963049256	12	stand-up comedy show	lll	From what Lennard said we may conclude that not all of the people who came yesterday also came to today's show.	0	0	0	imp	1	14399	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454963082224	13	tail-donkey blindfold	hhl	Grace is unable to see where she has to pin the tails.	1	1	0	test_true	0.81	32966	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454963087641	14	tail-donkey blindfold	hhl	Grace put all of the tails in the right place.	1	1	0	prior	0.5	5414	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454963101649	15	M&M's in the hospital	lhh	Aunt Bethany travelled a long distance to visit Henry in the hospital.	0	1	1	test_uncertain	0.5	14006	english	NA	6	4
A1MN2PWAV10VAB:3WR9XG3T64J1K9QRE0KIUNXAN5A47X	1454963109584	16	M&M's in the hospital	lhh	Henry knows whether he liked all of the M&Ms.	0	1	1	comp	1	7933	english	NA	6	4
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961284007	1	Swiss watch protoype testing	hlh	Torsten Steinmeier is not executing the tests on the prototype himself.	1	0	1	test_true	0.19	63779	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961292382	2	Swiss watch protoype testing	hlh	The apprentice knows whether the prototype passed all of the tests scheduled for today.	1	0	1	comp	0.32	8370	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961307371	3	rotten tomatoes	hll	Gilbert is the cleaning lady.	1	0	0	test_false	0	14987	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961314092	4	rotten tomatoes	hll	It is important for Ted to know whether all of the tomatoes are rotten.	1	0	0	rel	0.76	6720	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961340441	5	hotel check	hhh	Harry will inspect the Los Angeles hotel next.	1	1	1	test_uncertain	0.64	26348	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961350047	6	hotel check	hhh	Harry knows whether all of the rooms had working air conditioning.	1	1	1	comp	0.91	9604	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961365839	7	stand-up comedy show	lll	Lennard is making plans for his early retirement.	0	0	0	test_uncertain	0.59	15790	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961375897	8	stand-up comedy show	lll	It is important for Lennard's wife to know whether all of the people who came yesterday also came to today's show.	0	0	0	rel	0.28	10057	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961393312	9	NBA experts	hhl	Jason Barley and Richard Trellis have been close friends for almost three decades.	1	1	0	test_false	0.22	17414	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961403164	10	NBA experts	hhl	From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.	1	1	0	imp	0.64	9851	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961411783	11	gourmet desserts	lhh	Jeremy cares about good food.	0	0	1	test_true	0.77	8617	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961417352	12	gourmet desserts	lhh	All of the restaurant's desserts are fantastic.	0	0	1	prior	0.61	5567	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961428587	13	van Gogh exhibition	lhl	The curator refused to talk to the mayor.	0	1	0	test_false	0	11235	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961438999	14	van Gogh exhibition	lhl	From what the curator said we may conclude that not all of van Gogh's paintings are among the most valuable paintings in the world.	0	1	0	imp	0.71	10410	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961461527	15	Martha's cookies	llh	Martha had dinner with a friend.	0	0	1	test_false	0.49	22527	English	NA	5	5
A1MRN14N308ZWP:3PJ71Z61R5AO6TH16FZ0ALHD6BO19T	1454961467910	16	Martha's cookies	llh	Emily ate all of the cookies.	0	0	1	prior	0.41	6381	English	NA	5	5
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998117070	1	underage drinking	lhl	The bar can stay open after Edward's visit.	0	1	0	test_false	0.27	23999	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998125920	2	underage drinking	lhl	From what Edward said we may conclude that not all of the patrons drinking alcohol were underage.	0	1	0	imp	1	8847	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998138167	3	schizophrenia talk	hll	Lucy is really nervous about the talk. 	1	0	0	test_uncertain	0.61	12243	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998144905	4	schizophrenia talk	hll	It is important for Lucy to know whether all of the people enjoyed her talk.	1	0	0	rel	0.5	6736	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998157068	5	Star Trek expert quiz	hhh	George asked ten questions about 'Star Wars'.	1	1	1	test_false	0	12160	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998162068	6	Star Trek expert quiz	hhh	Amber got all of the questions right.	1	1	1	prior	0.84	4997	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998172767	7	tail-donkey blindfold	hhl	Grace is unable to see where she has to pin the tails.	1	1	0	test_true	1	10695	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998178322	8	tail-donkey blindfold	hhl	From what Oliver said we may conclude that Grace did not put all of the tails in the right place.	1	1	0	imp	0.9	5549	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998188258	9	M&M's in the hospital	lhh	Henry was involved in a skiing accident.	0	1	1	test_true	1	9929	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998195564	10	M&M's in the hospital	lhh	It is important for Henry's father to know whether Henry liked all of the M&Ms.	0	1	1	rel	0.07	7299	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998212145	11	Martha's cookies	llh	Martha is allergic to chocolate.	0	0	1	test_uncertain	0.09	16576	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998218379	12	Martha's cookies	llh	Martha knows whether Emily ate all of the cookies.	0	0	1	comp	0.81	6230	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998228503	13	emails from a broken laptop	lll	Kate has difficulties sending emails.	0	0	0	test_true	0.73	10119	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998232785	14	emails from a broken laptop	lll	From what Joshua said we may conclude that he did not receive all of Kate's emails.	0	0	0	imp	0	4278	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998254888	15	Swiss watch protoype testing	hlh	Torsten Steinmeier is not executing the tests on the prototype himself.	1	0	1	test_true	0.36	22099	English	NA	9	3
A1OP5I5YKSUMNM:3WOKGM4L72OR6R0PCLEIT6TSWJ2O0R	1454998257543	16	Swiss watch protoype testing	hlh	The prototype will pass all of the tests scheduled for today.	1	0	1	prior	0.5	2649	English	NA	9	3
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944569871	1	emails from a broken laptop	lll	Kate has difficulties sending emails.	0	0	0	test_true	0.37	204820	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944578267	2	emails from a broken laptop	lll	From what Joshua said we may conclude that he did not receive all of Kate's emails.	0	0	0	imp	0.56	8392	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944595976	3	Star Trek expert quiz	hhh	Amber knows a lot about 'Star Trek'.	1	1	1	test_true	0.67	17709	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944605441	4	Star Trek expert quiz	hhh	Amber got all of the questions right.	1	1	1	prior	0.77	9461	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944609120	5	NBA experts	hhl	Jason Barley and Richard Trellis have been close friends for almost three decades.	1	1	0	test_false	0.67	3679	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944613913	6	NBA experts	hhl	Jason Barley knows whether Greg Jones secured victory for his team during the last seconds of all of the decisive playoff matches.	1	1	0	comp	0.58	4793	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944618338	7	Swiss watch protoype testing	hlh	The company uses spare parts imported from Malaysia.	1	0	1	test_uncertain	0.61	4425	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944624540	8	Swiss watch protoype testing	hlh	From what the apprentice said we may conclude that the prototype did not pass all of the tests scheduled for today.	1	0	1	imp	0.6	6202	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944639704	9	Martha's cookies	llh	Martha is allergic to chocolate.	0	0	1	test_uncertain	0.63	15164	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944646720	10	Martha's cookies	llh	It is important for Martha's husband to know whether Emily ate all of the cookies.	0	0	1	rel	0.61	7016	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944652557	11	underage drinking	lhl	The bar can stay open after Edward's visit.	0	1	0	test_false	0.62	5837	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944659052	12	underage drinking	lhl	From what Edward said we may conclude that not all of the patrons drinking alcohol were underage.	0	1	0	imp	0.66	6495	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944666231	13	gift unwrapping	lhh	Suzanne attended Leonard's birthday party.	0	1	1	test_true	0.59	7175	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944670403	14	gift unwrapping	lhh	Leonard unwrapped all of the presents right away.	0	1	1	prior	0.63	4172	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944675112	15	schizophrenia talk	hll	Lucy is really nervous about the talk. 	1	0	0	test_uncertain	0.59	4709	English	NA	9	4
A1OSRB1Q63XXWZ:3D8YOU6S9FSHX761AW681DV8R71U6Y	1454944679945	16	schizophrenia talk	hll	From what Jacob said we may conclude that not all of the people enjoyed Lucy's talk.	1	0	0	imp	0.6	4833	English	NA	9	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999554182	1	schizophrenia talk	hll	Jacob works as a psychologist.	1	0	0	test_true	0.5	22776	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999558697	2	schizophrenia talk	hll	Jacob knows whether all of the people enjoyed Lucy's talk.	1	0	0	comp	0.24	4515	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999571431	3	underage drinking	lhl	There were underage patrons drinking whiskey.	0	1	0	test_uncertain	0.66	12732	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999580717	4	underage drinking	lhl	All of the patrons drinking alcohol are underage.	0	1	0	prior	0	9286	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999592482	5	M&M's in the hospital	lhh	Aunt Bethany travelled a long distance to visit Henry in the hospital.	0	1	1	test_uncertain	0.22	11765	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999605339	6	M&M's in the hospital	lhh	From what Henry said we may conclude that he did not like all of the M&Ms.	0	1	1	imp	0.9	12857	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999616758	7	Harvard admission exams	hlh	Ethan is trying to get into an Ivy League university.	1	0	1	test_true	0.93	11418	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999629883	8	Harvard admission exams	hlh	It is important for Ethan to know whether he passed all of the exams.	1	0	1	rel	1	13125	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999646752	9	Star Trek expert quiz	hhh	George asked ten questions about 'Star Wars'.	1	1	1	test_false	0	16868	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999657397	10	Star Trek expert quiz	hhh	Amber got all of the questions right.	1	1	1	prior	0.98	10644	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999669279	11	emails from a broken laptop	lll	Kate has difficulties sending emails.	0	0	0	test_true	0.5	11882	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999677350	12	emails from a broken laptop	lll	From what Joshua said we may conclude that he did not receive all of Kate's emails.	0	0	0	imp	0.93	8071	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999691482	13	Martha's cookies	llh	Martha is allergic to chocolate.	0	0	1	test_uncertain	0.11	14131	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999699191	14	Martha's cookies	llh	Martha knows whether Emily ate all of the cookies.	0	0	1	comp	0.5	7709	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999720261	15	NBA experts	hhl	Greg Jones' team is in the playoffs of this year's NBA season.	1	1	0	test_true	0.97	21069	English	I thought it would be longer!	7	4
A1R8A1ZKR80MRA:3ERMJ6L4DZ0HOZFXK4KEGHEA9XUM7B	1454999735081	16	NBA experts	hhl	It is important for Richard Trellis to know whether Greg Jones secured victory for his team during the last seconds of all of the decisive playoff matches.	1	1	0	rel	0.97	14819	English	I thought it would be longer!	7	4
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961457087	1	Martha's cookies	llh	Martha is allergic to chocolate.	0	0	1	test_uncertain	0.5	12387	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961468127	2	Martha's cookies	llh	Emily ate all of the cookies.	0	0	1	prior	0.5	11039	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961477883	3	M&M's in the hospital	lhh	Aunt Bethany travelled a long distance to visit Henry in the hospital.	0	1	1	test_uncertain	0.5	9755	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961482711	4	M&M's in the hospital	lhh	Henry knows whether he liked all of the M&Ms.	0	1	1	comp	1	4827	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961491914	5	stand-up comedy show	lll	Lennard is making plans for his early retirement.	0	0	0	test_uncertain	0.19	9202	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961495657	6	stand-up comedy show	lll	From what Lennard said we may conclude that not all of the people who came yesterday also came to today's show.	0	0	0	imp	1	3742	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961509898	7	underage drinking	lhl	There were underage patrons drinking whiskey.	0	1	0	test_uncertain	0.5	14240	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961515025	8	underage drinking	lhl	It is important for the owner of the bar to know whether all of the patrons drinking alcohol were underage.	0	1	0	rel	1	5127	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961524860	9	schizophrenia talk	hll	Lucy's talk is unlikely to stir much commotion.	1	0	0	test_false	0.21	9835	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961528290	10	schizophrenia talk	hll	From what Jacob said we may conclude that not all of the people enjoyed Lucy's talk.	1	0	0	imp	1	3429	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961535385	11	hotel check	hhh	Harry will inspect the Los Angeles hotel next.	1	1	1	test_uncertain	0.5	7094	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961540024	12	hotel check	hhh	All of the rooms had working air conditioning.	1	1	1	prior	0.5	4638	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961562830	13	Swiss watch protoype testing	hlh	The company uses spare parts imported from Malaysia.	1	0	1	test_uncertain	0.5	22805	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961568457	14	Swiss watch protoype testing	hlh	It is important for Mr Papenhauser to know whether the prototype passed all of the tests scheduled for today.	1	0	1	rel	0.72	5627	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961575198	15	tail-donkey blindfold	hhl	Grace and Oliver live in the same apartment.	1	1	0	test_uncertain	0.5	6740	English	Nothing in particular	10	2
A1RT9SQ9D9DLOV:3IOEN3P9S8R1OAF388WOQBQBGAF61M	1454961578776	16	tail-donkey blindfold	hhl	Oliver knows whether Grace put all of the tails in the right place.	1	1	0	comp	1	3577	English	Nothing in particular	10	2
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001075453	1	schizophrenia talk	hll	Jacob works as a psychologist.	1	0	0	test_true	0.64	2144	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001076701	2	schizophrenia talk	hll	From what Jacob said we may conclude that not all of the people enjoyed Lucy's talk.	1	0	0	imp	0.69	1245	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001079205	3	Martha's cookies	llh	Martha is allergic to chocolate.	0	0	1	test_uncertain	0.58	2502	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001080980	4	Martha's cookies	llh	Emily ate all of the cookies.	0	0	1	prior	0.71	1773	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001082239	5	M&M's in the hospital	lhh	Aunt Bethany travelled a long distance to visit Henry in the hospital.	0	1	1	test_uncertain	0.42	1258	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001083324	6	M&M's in the hospital	lhh	It is important for Henry's father to know whether Henry liked all of the M&Ms.	0	1	1	rel	0.66	1084	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001085100	7	tail-donkey blindfold	hhl	Grace and Oliver are playing charades.	1	1	0	test_false	0.78	1775	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001086220	8	tail-donkey blindfold	hhl	Grace put all of the tails in the right place.	1	1	0	prior	0.43	1119	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001087540	9	Swiss watch protoype testing	hlh	The company uses spare parts imported from Malaysia.	1	0	1	test_uncertain	0.66	1319	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001088605	10	Swiss watch protoype testing	hlh	The apprentice knows whether the prototype passed all of the tests scheduled for today.	1	0	1	comp	0.73	1064	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001089870	11	emails from a broken laptop	lll	Kate has difficulties sending emails.	0	0	0	test_true	0.35	1264	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001090878	12	emails from a broken laptop	lll	From what Joshua said we may conclude that he did not receive all of Kate's emails.	0	0	0	imp	0.69	1007	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001092044	13	van Gogh exhibition	lhl	The van Gogh exhibition is an important event for the city.	0	1	0	test_true	0.73	1164	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001093477	14	van Gogh exhibition	lhl	It is important for the mayor to know whether all of van Gogh's paintings are among the most valuable paintings in the world.	0	1	0	rel	0.76	1432	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001094445	15	Star Trek expert quiz	hhh	Amber knows a lot about 'Star Trek'.	1	1	1	test_true	0.58	964	english	nothing else	7	7
A1RV7FL4LT45GM:3M81GAB8A1RVBQGFPE3B2SKB2OHQBN	1455001095949	16	Star Trek expert quiz	hhh	George knows whether Amber got all of the answers right.	1	1	1	comp	0.74	1502	english	nothing else	7	7
A1TLNLB9D87H6:3EG49X351VK9EB0WF1HVLKUCLPI6X2	1454944085546	1	emails from a broken laptop	lll	Kate has difficulties sending emails.	0	0	0	test_true	0	47439	English	this study was interesting and really made me think.	4	6
A1TLNLB9D87H6:3EG49X351VK9EB0WF1HVLKUCLPI6X2	1454944103046	2	emails from a broken laptop	lll	From what Joshua said we may conclude that he did not receive all of Kate's emails.	0	0	0	imp	0.95	17489	English	this study was interesting and really made me think.	4	6
A1TLNLB9D87H6:3EG49X351VK9EB0WF1HVLKUCLPI6X2	1454944127945	3	tail-donkey blindfold	hhl	Grace and Oliver live in the same apartment.	1	1	0	test_uncertain	1	24889	English	this study was interesting and really made me think.	4	6
A1TLNLB9D87H6:3EG49X351VK9EB0WF1HVLKUCLPI6X2	1454944135589	4	tail-donkey blindfold	hhl	It is important for Grace to know whether she put all of the tails in the right place.	1	1	0	rel	0.64	7638	English	this study was interesting and really made me think.	4	6
A1TLNLB9D87H6:3EG49X351VK9EB0WF1HVLKUCLPI6X2	1454944172170	5	schizophrenia talk	hll	Lucy is really nervous about the talk. 	1	0	0	test_uncertain	0.21	36576	English	this study was interesting and really made me think.	4	6
A1TLNLB9D87H6:3EG49X351VK9EB0WF1HVLKUCLPI6X2	1454944179318	6	schizophrenia talk	hll	From what Jacob said we may conclude that not all of the people enjoyed Lucy's talk.	1	0	0	imp	0.91	7143	English	this study was interesting and really made me think.	4	6
A1TLNLB9D87H6:3EG49X351VK9EB0WF1HVLKUCLPI6X2	1454944215806	7	gift unwrapping	lhh	Leonard's mother was abroad and could therefore not attend the birthday party.	0	1	1	test_false	0.06	36484	English	this study was interesting and really made me think.	4	6
A1TLNLB9D87H6:3EG49X351VK9EB0WF1HVLKUCLPI6X2	1454944220954	8	gift unwrapping	lhh	It is important for Suzanne's mother to know whether Leonard unwrapped all of the presents right away.	0	1	1	rel	0	5141	English	this study was interesting and really made me think.	4	6
A1TLNLB9D87H6:3EG49X351VK9EB0WF1HVLKUCLPI6X2	1454944251441	9	Martha's cookies	llh	Martha is allergic to chocolate.	0	0	1	test_uncertain	0.07	30483	English	this study was interesting and really made me think.	4	6
