id,itemTime,trialNumber,name,type,utterance,relevance,competence,prior,condition,trialType,answer,RT,language,comments,engagement,difficulty
A1TVT4Y89RDEAW:31EUONYN2WB7ZS15FI27EZJIOG9OVD,1450032857920,8,Pete's accident,hhl,From what Pete's teacher said we may conclude that Pete did not break his arm as well.,1,1,0,critical,exh2,0.87,16111,English,No,7,4
A1TVT4Y89RDEAW:31EUONYN2WB7ZS15FI27EZJIOG9OVD,1450032890943,9,Leo's wife,hll,Leo is an avid golf player.,1,0,0,test,test_uncertain,0.76,33022,English,No,7,4
A1TVT4Y89RDEAW:31EUONYN2WB7ZS15FI27EZJIOG9OVD,1450032908407,10,Leo's wife,hll,From what Hans said we may conclude that the player in question didn't make a hole-in-one on the first hole as well,1,0,0,critical,exh2,0.8,17463,English,No,7,4
A1TVT4Y89RDEAW:31EUONYN2WB7ZS15FI27EZJIOG9OVD,1450032930093,11,Harold's pet,lll,Harold is single.,0,0,0,test,test_false,0,21686,English,No,7,4
A1TVT4Y89RDEAW:31EUONYN2WB7ZS15FI27EZJIOG9OVD,1450032989748,12,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a dog as well.,0,0,0,critical,exh1,0.93,59654,English,No,7,4
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450102950574,1,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,0.5,40642,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450102962341,2,Leo's wife,hll,From what Hans said we may conclude that the player in question didn't make a hole-in-one on the first hole as well,1,0,0,critical,exh2,0.12,11765,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450102976973,3,Harold's pet,lll,Harold is single.,0,0,0,test,test_false,0,14631,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450102988909,4,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a cat as well.,0,0,0,critical,exh2,0.79,11935,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450103003462,5,Pete's accident,hhl,Pete's teacher saw him fall off the slide.,1,1,0,test,test_uncertain,0.5,14552,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450103010302,6,Pete's accident,hhl,From what Pete's teacher said we may conclude that Pete did not break his leg as well.,1,1,0,critical,exh1,0.83,6838,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450103055029,7,Carl's party,hll,"John and Carl, the hosts, are a gay couple.",1,0,0,test,test_false,0,44727,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450103065926,8,Carl's party,hll,From what John said we may conclude that Carl did not dance passionately with Mary as well.,1,0,0,critical,exh1,0.48,10896,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450103100351,9,Tony's clubbing,lhl,Rob is a big fan of Techno music as well.,0,1,0,test,test_uncertain,0.5,34423,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450103105709,10,Tony's clubbing,lhl,From what Rob said we may conclude that they do not play Metal as well.,0,1,0,critical,exh1,0.86,5355,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450103127006,11,Lily's husband,lhl,Eric's doctor told him to stop drinking alcohol.,0,1,0,test,test_true,1,21296,English,No,8,3
A1U5BE8XJRXKW3:3SBEHTYCWOBE70L7MYCM11RQUOSYIH,1450103134999,12,Lily's husband,lhl,From what Bill said we may conclude that Eric did not drink whisky as well.,0,1,0,critical,exh2,0.63,7990,English,No,8,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032772938,1,Mrs Gibbs' worry,hhh,Mrs Gibbs is worried about Cindy's health.,1,1,1,test,test_false,0.21,32026,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032783394,2,Mrs Gibbs' worry,hhh,From what Cindy said we may conclude that Mr Gibbs did not have a steak as well.,1,1,1,critical,exh2,0.26,10451,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032811567,3,Joshua's delay,llh,"Kevin, Cory and Joshua do not like to hang out with girls.",0,0,1,test,test_uncertain,0.34,28169,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032845708,4,Joshua's delay,llh,From what Cory said we may conclude that Joshua did not have to eat lunch as well.,0,0,1,critical,exh2,0.28,34135,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032879970,5,Brad's clothes,hlh,Brad is not happy about the fact that his friends make jokes about his shabby clothes.,1,0,1,test,test_true,0.94,34257,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032890233,6,Brad's clothes,hlh,From what Gina said we may conclude that Brad did not buy a sweater as well.,1,0,1,critical,exh2,0.37,10257,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032914255,7,Gigi's exams,hlh,Gigi aspires to a career in science.,1,0,1,test,test_uncertain,0.33,24017,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032938784,8,Gigi's exams,hlh,From what Carrie said we may conclude that Gigi did not pass her Chemistry exam as well.,1,0,1,critical,exh1,0.4,24524,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032971477,9,Mrs Sanders' son,hhl,Ted is Mrs Sanders' husband.,1,1,0,test,test_false,0,32690,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450032984592,10,Mrs Sanders' son,hhl,From what Mrs Sanders said we may conclude that Ted did not have pasta as well.,1,1,0,critical,exh1,0.36,13109,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450033019139,11,Gerald's graduation,llh,Gerald is friends with both Nico and Rick.,0,0,1,test,test_true,0.98,34542,English,NA,9,3
A1VPE05UDNFKGV:37QW5D2ZRHUOM8XLE6866Q9BA7B8SP,1450033026726,12,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's father did not attend the ceremony as well.,0,0,1,critical,exh1,0.34,7581,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102891875,1,Gerald's graduation,llh,Gerald is friends with both Nico and Rick.,0,0,1,test,test_true,1,13423,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102899480,2,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's mother did not attend the ceremony as well.,0,0,1,critical,exh2,0.28,7604,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102909108,3,Harold's pet,lll,Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.,0,0,0,test,test_uncertain,0.71,9626,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102913659,4,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a dog as well.,0,0,0,critical,exh1,0.73,4549,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102934985,5,Carl's party,hll,Carl's wife liked the music very much.,1,0,0,test,test_uncertain,0.49,21324,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102940788,6,Carl's party,hll,From what John said we may conclude that Carl did not dance passionately with Mary as well.,1,0,0,critical,exh1,0.71,5800,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102955529,7,Brad's clothes,hlh,Brad is not happy about the fact that his friends make jokes about his shabby clothes.,1,0,1,test,test_true,1,14741,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102961671,8,Brad's clothes,hlh,From what Gina said we may conclude that Brad did not buy a sweater as well.,1,0,1,critical,exh2,0.51,6140,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102971004,9,Pete's accident,hhl,Pete was injured while playing in the garden.,1,1,0,test,test_false,0,9332,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102975035,10,Pete's accident,hhl,From what Pete's teacher said we may conclude that Pete did not break his arm as well.,1,1,0,critical,exh2,0.72,4030,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102990940,11,Joshua's delay,llh,"Kevin, Cory and Joshua are brothers.",0,0,1,test,test_false,0.25,15904,English,NA,9,3
A1WDUICI1FG9F:3MX2NQ3YCA2DV70IAI7QTEGCNWT5X9,1450102997771,12,Joshua's delay,llh,From what Cory said we may conclude that Joshua did not have to do his homework as well.,0,0,1,critical,exh1,0.23,6829,English,NA,9,3
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450102901363,1,Brad's clothes,hlh,Gina and Mandy accompanied Brad on his shopping trip.,1,0,1,test,test_false,0.3,23027,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450102907770,2,Brad's clothes,hlh,From what Gina said we may conclude that Brad did not buy pair of jeans as well.,1,0,1,critical,exh1,0.86,6406,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450102925174,3,Leo's wife,hll,Leo is an avid golf player.,1,0,0,test,test_uncertain,0.2,17404,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450102942777,4,Leo's wife,hll,From what Hans said we may conclude that the player in question didn't make a hole-in-one on the first hole as well,1,0,0,critical,exh2,0.17,17603,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450102961733,5,Mrs Sanders' son,hhl,The teacher is trying to find out who queued up twice.,1,1,0,test,test_true,0.02,18955,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450102966232,6,Mrs Sanders' son,hhl,From what Mrs Sanders said we may conclude that Ted did not have pizza as well.,1,1,0,critical,exh2,0.94,4498,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450102979830,7,Chloe's holiday,lhh,"Chloe forgot about bringing some beach towels, too.",0,1,1,test,test_uncertain,0.19,13597,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450102987377,8,Chloe's holiday,lhh,From what Chloe said we may conclude that Susan did not bring some extra suntan lotion as well.,0,1,1,critical,exh2,0.97,7546,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450102994059,9,Danny's racket,hhh,Alex needs to buy some equipment before he can play squash with Danny.,1,1,1,test,test_true,0.09,6679,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450103017824,10,Danny's racket,hhh,From what Alex's girlfriend said we may conclude that Alex did not buy a pair of shoes as well.,1,1,1,critical,exh1,0.93,23764,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450103034454,11,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.05,16630,English,NA,8,8
A1WT1SR4ZGR14G:3TU5ZICBRE9C9SI8M2J1BQUASJ6Q8Y,1450103040278,12,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's father did not attend the ceremony as well.,0,0,1,critical,exh1,0.79,5823,English,NA,8,8
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106412248,1,Brad's clothes,hlh,Gina and Mandy accompanied Brad on his shopping trip.,1,0,1,test,test_false,0.01,13528,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106423794,2,Brad's clothes,hlh,From what Gina said we may conclude that Brad did not buy pair of jeans as well.,1,0,1,critical,exh1,0.66,11541,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106453128,3,Mrs Sanders' son,hhl,Mrs Sanders had pasta for lunch yesterday.,1,1,0,test,test_uncertain,0.5,29329,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106464227,4,Mrs Sanders' son,hhl,From what Mrs Sanders said we may conclude that Ted did not have pizza as well.,1,1,0,critical,exh2,0.7,11095,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106493327,5,Tony's clubbing,lhl,Techno is quite different from Jazz and from Metal.,0,1,0,test,test_true,0.93,29096,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106498726,6,Tony's clubbing,lhl,From what Rob said we may conclude that they do not play Jazz as well.,0,1,0,critical,exh2,0.75,5396,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106519183,7,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.5,20454,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106528534,8,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's father did not attend the ceremony as well.,0,0,1,critical,exh1,0.74,9347,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106543300,9,Pete's accident,hhl,Pete's mother was not there when he fell of the slide.,1,1,0,test,test_true,1,14762,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106548175,10,Pete's accident,hhl,From what Pete's teacher said we may conclude that Pete did not break his arm as well.,1,1,0,critical,exh2,0.82,4872,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106565939,11,Chloe's holiday,lhh,"Chloe forgot about bringing some beach towels, too.",0,1,1,test,test_uncertain,0.22,17761,English,No thanks.,8,2
A1ZF2GZ2ZRV8OY:33PPO7FECWNB9PQGQ2P8OGHPC0MIDT,1450106573616,12,Chloe's holiday,lhh,From what Chloe said we may conclude that Amelia did not bring some extra suntan lotion as well.,0,1,1,critical,exh1,0.76,7672,English,No thanks.,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104278660,1,Harold's pet,lll,Harold is single.,0,0,0,test,test_false,0,30316,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104286861,2,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a dog as well.,0,0,0,critical,exh1,1,8201,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104312301,3,Chloe's holiday,lhh,"Chloe forgot about bringing some beach towels, too.",0,1,1,test,test_uncertain,0.15,25425,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104326048,4,Chloe's holiday,lhh,From what Chloe said we may conclude that Amelia did not bring some extra suntan lotion as well.,0,1,1,critical,exh1,0.19,13747,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104346856,5,Tony's clubbing,lhl,Techno is quite different from Jazz and from Metal.,0,1,0,test,test_true,1,20808,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104354408,6,Tony's clubbing,lhl,From what Rob said we may conclude that they do not play Jazz as well.,0,1,0,critical,exh2,0.89,7552,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104383571,7,Jimmy's trip,lll,Jimmy had told his friends about his plans to visit New York City before.,0,0,0,test,test_uncertain,0.19,29163,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104390802,8,Jimmy's trip,lll,From what the brother said we may conclude that Jimmy did not visit the Empire State Building as well.,0,0,0,critical,exh1,0.81,7230,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104406486,9,Lily's husband,lhl,Eric and Lily went to a bar together last night.,0,1,0,test,test_false,0,15684,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104418229,10,Lily's husband,lhl,From what Bill said we may conclude that Eric did not drink whisky as well.,0,1,0,critical,exh2,0.15,11743,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104440728,11,Joshua's delay,llh,Kevin and Cory expected Joshua to arrive earlier.,0,0,1,test,test_true,0.82,22499,english,NA,8,2
A20NRQYMT262K5:33PPO7FECWNB9PQGQ2P8OGHPC0NDIP,1450104446523,12,Joshua's delay,llh,From what Cory said we may conclude that Joshua did not have to eat lunch as well.,0,0,1,critical,exh2,0.18,5795,english,NA,8,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450102964977,1,Mrs Gibbs' worry,hhh,Mrs Gibbs is worried about Cindy's health.,1,1,1,test,test_false,0,25132,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450102990270,2,Mrs Gibbs' worry,hhh,From what Cindy said we may conclude that Mr Gibbs did not have a steak as well.,1,1,1,critical,exh2,0.21,25292,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103015510,3,Lily's husband,lhl,Eric's doctor told him to stop drinking alcohol.,0,1,0,test,test_true,1,25239,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103028043,4,Lily's husband,lhl,From what Bill said we may conclude that Eric did not drink vodka as well.,0,1,0,critical,exh1,0.43,12532,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103089343,5,Carl's party,hll,Carl's wife liked the music very much.,1,0,0,test,test_uncertain,0.5,61298,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103101855,6,Carl's party,hll,From what John said we may conclude that Carl did not dance passionately with Sue as well.,1,0,0,critical,exh2,0.24,12511,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103131491,7,Jimmy's trip,lll,Jimmy went on a school trip to New York City.,0,0,0,test,test_false,0,29634,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103162173,8,Jimmy's trip,lll,From what the brother said we may conclude that Jimmy did not visit the Empire State Building as well.,0,0,0,critical,exh1,0.84,30681,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103183698,9,Gigi's exams,hlh,Gigi aspires to a career in science.,1,0,1,test,test_uncertain,0.88,21525,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103195585,10,Gigi's exams,hlh,From what Carrie said we may conclude that Gigi did not pass her Chemistry exam as well.,1,0,1,critical,exh1,0.12,11886,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103214988,11,Pete's accident,hhl,Pete's mother was not there when he fell of the slide.,1,1,0,test,test_true,1,19401,English,This was fun,10,2
A21SF3IKIZB0VN:3IGI0VL648SURNSWDRGG4IP52DNNOB,1450103225108,12,Pete's accident,hhl,From what Pete's teacher said we may conclude that Pete did not break his arm as well.,1,1,0,critical,exh2,0.29,10120,English,This was fun,10,2
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450102962394,1,Harold's pet,lll,Harold's girlfriend didn't want a pet in her house before.,0,0,0,test,test_true,0.75,10390,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450102974912,2,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a dog as well.,0,0,0,critical,exh1,0.54,12506,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450102985264,3,Gerald's graduation,llh,Gerald took almost ten years to graduate.,0,0,1,test,test_uncertain,0.6,10348,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450103009905,4,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's mother did not attend the ceremony as well.,0,0,1,critical,exh2,0.58,24636,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450103037230,5,Joshua's delay,llh,Kevin and Cory expected Joshua to arrive earlier.,0,0,1,test,test_true,0.57,27320,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450103049629,6,Joshua's delay,llh,From what Cory said we may conclude that Joshua did not have to eat lunch as well.,0,0,1,critical,exh2,0.23,12395,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450103055132,7,Chloe's holiday,lhh,Chloe went on holidays with a big group of her friends.,0,1,1,test,test_false,0.38,5496,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450103078153,8,Chloe's holiday,lhh,From what Chloe said we may conclude that Amelia did not bring some extra suntan lotion as well.,0,1,1,critical,exh1,0.72,23016,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450103084828,9,Brad's clothes,hlh,Gina and Mandy accompanied Brad on his shopping trip.,1,0,1,test,test_false,0.19,6670,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450103089046,10,Brad's clothes,hlh,From what Gina said we may conclude that Brad did not buy a sweater as well.,1,0,1,critical,exh2,0.63,4215,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450103104366,11,Mrs Gibbs' worry,hhh,Cindy is secretly in love with Mrs Gibbs' husband.,1,1,1,test,test_uncertain,0.29,15317,English,none,8,6
A2250L5WNYCTE1:3L0KT67Y8FO31EO3RA6053XD3MUSY3,1450103132560,12,Mrs Gibbs' worry,hhh,From what Cindy said we may conclude that Mr Gibbs did not have a beer as well.,1,1,1,critical,exh1,0.66,28188,English,none,8,6
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113716366,1,Lily's husband,lhl,Eric has a problem with his liver for which he has to stop drinking alcohol.,0,1,0,test,test_uncertain,0.65,2976,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113718854,2,Lily's husband,lhl,From what Bill said we may conclude that Eric did not drink vodka as well.,0,1,0,critical,exh1,0.72,2485,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113720133,3,Harold's pet,lll,Harold's girlfriend didn't want a pet in her house before.,0,0,0,test,test_true,0.45,1278,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113721653,4,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a cat as well.,0,0,0,critical,exh2,0.71,1518,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113728501,5,Mrs Sanders' son,hhl,Ted is Mrs Sanders' husband.,1,1,0,test,test_false,0.63,6847,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113730725,6,Mrs Sanders' son,hhl,From what Mrs Sanders said we may conclude that Ted did not have pizza as well.,1,1,0,critical,exh2,0.36,2222,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113734333,7,Chloe's holiday,lhh,Chloe recently got back from holidays.,0,1,1,test,test_true,0.68,3606,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113735805,8,Chloe's holiday,lhh,From what Chloe said we may conclude that Amelia did not bring some extra suntan lotion as well.,0,1,1,critical,exh1,0.44,1470,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113737301,9,Mrs Gibbs' worry,hhh,Mrs Gibbs is worried about Cindy's health.,1,1,1,test,test_false,0.72,1494,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113738885,10,Mrs Gibbs' worry,hhh,From what Cindy said we may conclude that Mr Gibbs did not have a beer as well.,1,1,1,critical,exh1,0.29,1582,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113740205,11,Pete's accident,hhl,Pete's teacher saw him fall off the slide.,1,1,0,test,test_uncertain,0.76,1318,english,NA,10,0
A22GVUGZ3FI2CY:3570Y55XZQR0B9FCWACJGPEAFB0YGP,1450113741501,12,Pete's accident,hhl,From what Pete's teacher said we may conclude that Pete did not break his arm as well.,1,1,0,critical,exh2,0.33,1294,english,NA,10,0
A23URJQ2DDWXBO:3M1CVSFP61DQSGBNJ03F7H05I76QA2,1450103014361,1,Brad's clothes,hlh,Brad is not happy about the fact that his friends make jokes about his shabby clothes.,1,0,1,test,test_true,0.44,51999,English,NA,6,7
A23URJQ2DDWXBO:3M1CVSFP61DQSGBNJ03F7H05I76QA2,1450103038160,2,Brad's clothes,hlh,From what Gina said we may conclude that Brad did not buy pair of jeans as well.,1,0,1,critical,exh1,0.25,23799,English,NA,6,7
A23URJQ2DDWXBO:3M1CVSFP61DQSGBNJ03F7H05I76QA2,1450103067568,3,Gigi's exams,hlh,Gigi hired a private tutor to help her with her Biology and Chemistry exams.,1,0,1,test,test_false,1,29407,English,NA,6,7
A23URJQ2DDWXBO:3M1CVSFP61DQSGBNJ03F7H05I76QA2,1450103083433,4,Gigi's exams,hlh,From what Carrie said we may conclude that Gigi did not pass her Physics exam as well.,1,0,1,critical,exh2,0.28,15864,English,NA,6,7
A23URJQ2DDWXBO:3M1CVSFP61DQSGBNJ03F7H05I76QA2,1450103142649,5,Mrs Sanders' son,hhl,The teacher is trying to find out who queued up twice.,1,1,0,test,test_true,0.35,59216,English,NA,6,7
